,Country,ratio,total,year,month
622,RS,0.0983606557377049,61.0,2020,9
623,RU,-0.2642487046632124,193.0,2020,9
624,RW,0.0366492146596858,191.0,2020,9
625,SA,-0.2188034188034188,585.0,2020,9
626,SB,0.0,6.0,2020,9
627,SC,-0.3333333333333333,12.0,2020,9
628,SE,-0.1693404634581105,561.0,2020,9
629,SG,-0.1071428571428571,784.0,2020,9
630,SI,-0.0545454545454545,55.0,2020,9
631,SK,0.0,29.0,2020,9
632,SL,-0.1702127659574468,47.0,2020,9
633,SM,-0.3333333333333333,3.0,2020,9
634,SN,-0.0277777777777777,36.0,2020,9
635,SO,-0.1276595744680851,47.0,2020,9
636,SR,-0.5476190476190477,42.0,2020,9
637,ST,0.0,1.0,2020,9
638,SV,-0.1923076923076923,26.0,2020,9
639,SX,0.5,4.0,2020,9
640,SY,-0.0909090909090909,11.0,2020,9
641,SZ,-0.1282051282051282,78.0,2020,9
642,TC,-0.1081081081081081,37.0,2020,9
643,TD,1.0,1.0,2020,9
644,TG,0.0,7.0,2020,9
645,TH,-0.2951030927835051,776.0,2020,9
646,TL,0.0,17.0,2020,9
647,TN,-0.3333333333333333,69.0,2020,9
648,TO,0.5,2.0,2020,9
649,TR,-0.1682496607869742,737.0,2020,9
650,TT,-0.2210834553440702,683.0,2020,9
651,TW,-0.2566371681415929,339.0,2020,9
652,TZ,-0.0975609756097561,164.0,2020,9
653,UA,-0.03125,64.0,2020,9
654,UG,-0.1480284421460892,1547.0,2020,9
655,US,-0.3542591754294422,289387.0,2020,9
656,UY,-0.108695652173913,46.0,2020,9
657,UZ,-0.2413793103448276,29.0,2020,9
658,VA,0.0,1.0,2020,9
659,VC,-0.25,20.0,2020,9
660,VE,-0.0804597701149425,87.0,2020,9
661,VG,-0.1304347826086956,46.0,2020,9
662,VI,-0.2083333333333333,24.0,2020,9
663,VN,-0.072463768115942,138.0,2020,9
664,VU,0.0,3.0,2020,9
665,WS,0.0666666666666666,15.0,2020,9
666,XK,0.0833333333333333,48.0,2020,9
667,YE,-0.2727272727272727,11.0,2020,9
668,ZA,-0.22581813790605,8281.0,2020,9
669,ZM,-0.2877697841726618,278.0,2020,9
670,ZW,-0.1391585760517799,309.0,2020,9
671,AD,-0.4285714285714285,7.0,2021,4
672,AE,-0.1989150090415913,553.0,2021,4
673,AF,0.3529411764705882,17.0,2021,4
674,AG,-0.2,35.0,2021,4
675,AI,-0.5555555555555556,18.0,2021,4
676,AL,0.125,16.0,2021,4
677,AM,-0.7,10.0,2021,4
678,AO,0.0,4.0,2021,4
679,AR,-0.0876288659793814,194.0,2021,4
680,AT,0.0155038759689922,129.0,2021,4
681,AU,-0.3282828282828283,3960.0,2021,4
682,AW,-0.1666666666666666,12.0,2021,4
683,AZ,0.3,10.0,2021,4
684,BA,0.0,2.0,2021,4
685,BB,-0.2956521739130435,115.0,2021,4
686,BD,-0.0693069306930693,303.0,2021,4
687,BE,-0.1165644171779141,326.0,2021,4
688,BF,-0.5,2.0,2021,4
689,BG,0.0,16.0,2021,4
690,BH,-0.1304347826086956,69.0,2021,4
691,BI,1.0,1.0,2021,4
692,BJ,-0.3333333333333333,6.0,2021,4
693,BM,-0.1851851851851851,54.0,2021,4
694,BN,0.1666666666666666,6.0,2021,4
695,BO,1.0,3.0,2021,4
696,BQ,0.0,1.0,2021,4
697,BR,-0.1231766612641815,617.0,2021,4
698,BS,-0.2232142857142857,112.0,2021,4
699,BT,0.0769230769230769,13.0,2021,4
700,BW,-0.2454212454212454,273.0,2021,4
701,BY,-0.3333333333333333,3.0,2021,4
702,BZ,-0.5714285714285714,7.0,2021,4
703,CA,-0.2837433426325133,19715.0,2021,4
704,CD,-0.2857142857142857,7.0,2021,4
705,CF,-0.6666666666666666,3.0,2021,4
706,CG,0.5,2.0,2021,4
707,CH,0.0268817204301075,186.0,2021,4
708,CI,-0.1,10.0,2021,4
709,CL,-0.1875,112.0,2021,4
710,CM,0.0530973451327433,113.0,2021,4
711,CN,-0.0476190476190476,189.0,2021,4
712,CO,-0.2272727272727272,176.0,2021,4
713,CR,-0.3673469387755102,49.0,2021,4
714,CU,0.0277777777777777,72.0,2021,4
715,CW,0.75,4.0,2021,4
716,CY,-0.1553398058252427,103.0,2021,4
717,CZ,-0.15,60.0,2021,4
718,DE,-0.2554517133956386,963.0,2021,4
719,DJ,-1.0,5.0,2021,4
720,DK,-0.1372549019607843,102.0,2021,4
721,DM,-0.4,5.0,2021,4
722,DO,-0.25,40.0,2021,4
723,DZ,0.0,1.0,2021,4
724,EC,-0.02,50.0,2021,4
725,EE,0.3846153846153846,13.0,2021,4
726,EG,0.1020408163265306,49.0,2021,4
727,ER,0.5,2.0,2021,4
728,ES,-0.25,620.0,2021,4
729,ET,-0.1956521739130435,46.0,2021,4
730,FI,-0.1358024691358024,81.0,2021,4
731,FJ,-0.0841121495327102,214.0,2021,4
732,FK,1.0,1.0,2021,4
733,FR,-0.095667870036101,554.0,2021,4
734,GA,-1.0,4.0,2021,4
735,GB,-0.1868748283842623,25493.0,2021,4
736,GD,-0.1818181818181818,11.0,2021,4
737,GE,0.2857142857142857,14.0,2021,4
738,GG,0.3333333333333333,3.0,2021,4
739,GH,-0.151595744680851,376.0,2021,4
740,GI,-0.12,25.0,2021,4
741,GM,0.0869565217391304,23.0,2021,4
742,GN,0.0,2.0,2021,4
743,GP,-0.25,4.0,2021,4
744,GR,-0.0869565217391304,115.0,2021,4
745,GT,0.1578947368421052,19.0,2021,4
746,GU,-0.5,10.0,2021,4
747,GW,1.0,1.0,2021,4
748,GY,-0.6,15.0,2021,4
749,HK,-0.0206896551724137,145.0,2021,4
750,HN,0.0,15.0,2021,4
751,HR,-0.1212121212121212,33.0,2021,4
752,HT,-0.4,5.0,2021,4
753,HU,0.0,53.0,2021,4
754,ID,-0.0609756097560975,328.0,2021,4
755,IE,-0.2258867454884878,3214.0,2021,4
756,IL,-0.2897196261682243,107.0,2021,4
757,IM,-0.2765957446808511,47.0,2021,4
758,IN,-0.3176842161612376,37361.0,2021,4
759,IQ,-0.59375,64.0,2021,4
760,IR,-0.1333333333333333,30.0,2021,4
761,IS,0.0,22.0,2021,4
762,IT,-0.1041214750542299,461.0,2021,4
763,JM,-0.1469465648854961,524.0,2021,4
764,JO,-0.2592592592592592,27.0,2021,4
765,JP,-0.232,375.0,2021,4
766,KE,-0.2831955922865014,1815.0,2021,4
767,KG,-0.25,4.0,2021,4
768,KH,-0.1891891891891892,74.0,2021,4
769,KN,0.0,5.0,2021,4
770,KR,-0.31,100.0,2021,4
771,KW,0.0566037735849056,53.0,2021,4
772,KY,-0.4615384615384615,13.0,2021,4
773,KZ,-0.2727272727272727,11.0,2021,4
774,LA,0.25,8.0,2021,4
775,LB,-0.037037037037037,81.0,2021,4
776,LC,-0.0909090909090909,33.0,2021,4
777,LI,-0.5,2.0,2021,4
778,LK,-0.3157894736842105,247.0,2021,4
779,LR,-0.1666666666666666,6.0,2021,4
780,LS,-0.3684210526315789,19.0,2021,4
781,LT,0.0,10.0,2021,4
782,LU,-0.4285714285714285,14.0,2021,4
783,LV,-0.1,10.0,2021,4
784,LY,0.5,8.0,2021,4
785,MA,-0.2631578947368421,19.0,2021,4
786,MC,0.0,6.0,2021,4
787,MD,0.0,4.0,2021,4
788,ME,0.6,5.0,2021,4
789,MF,-0.25,4.0,2021,4
790,MG,0.0,1.0,2021,4
791,MH,0.0,3.0,2021,4
792,MK,0.0,9.0,2021,4
793,ML,1.0,1.0,2021,4
794,MM,-0.5652173913043478,92.0,2021,4
795,MN,0.0,16.0,2021,4
796,MO,0.0,4.0,2021,4
797,MP,0.0,2.0,2021,4
798,MQ,-1.0,1.0,2021,4
799,MR,-0.3333333333333333,3.0,2021,4
800,MT,-0.1142857142857142,35.0,2021,4
801,MU,-0.2222222222222222,54.0,2021,4
802,MV,-0.1153846153846153,130.0,2021,4
803,MW,-0.2328767123287671,73.0,2021,4
804,MX,-0.1954545454545454,440.0,2021,4
805,MY,-0.1490147783251231,812.0,2021,4
806,MZ,0.2,5.0,2021,4
807,NE,0.0,1.0,2021,4
808,NF,0.5,2.0,2021,4
809,NG,-0.1507052709725315,1347.0,2021,4
810,NI,-0.6666666666666666,9.0,2021,4
811,NL,-0.1690721649484536,485.0,2021,4
812,NO,-0.2826086956521739,92.0,2021,4
813,NP,-0.2222222222222222,162.0,2021,4
814,NZ,-0.332436069986541,743.0,2021,4
815,OM,-0.2727272727272727,66.0,2021,4
816,PA,-0.2777777777777778,36.0,2021,4
817,PE,0.25,32.0,2021,4
818,PF,0.0,2.0,2021,4
819,PG,-0.1219512195121951,41.0,2021,4
820,PH,-0.0524691358024691,2592.0,2021,4
821,PK,-0.4593465045592705,2632.0,2021,4
822,PL,-0.4468085106382978,94.0,2021,4
823,PT,-0.0454545454545454,110.0,2021,4
824,PW,0.3333333333333333,3.0,2021,4
825,PY,-0.2758620689655172,29.0,2021,4
826,QA,-0.1363636363636363,176.0,2021,4
827,RO,-0.3125,48.0,2021,4
828,RS,-0.5,42.0,2021,4
829,RU,-0.1168831168831168,77.0,2021,4
830,RW,-0.2181818181818181,55.0,2021,4
831,SA,-0.1624365482233502,394.0,2021,4
832,SC,-0.8333333333333334,12.0,2021,4
833,SE,-0.1179775280898876,178.0,2021,4
834,SG,-0.1893687707641196,301.0,2021,4
835,SI,-0.25,16.0,2021,4
836,SK,0.0,10.0,2021,4
837,SL,0.0,7.0,2021,4
838,SN,0.1176470588235294,17.0,2021,4
839,SO,-0.2068965517241379,29.0,2021,4
840,SR,1.0,2.0,2021,4
841,SV,-0.1666666666666666,12.0,2021,4
842,SX,0.0,1.0,2021,4
843,SY,0.0,6.0,2021,4
844,SZ,-0.2352941176470588,17.0,2021,4
845,TC,-0.6666666666666666,3.0,2021,4
846,TD,0.0,2.0,2021,4
847,TG,0.6666666666666666,3.0,2021,4
848,TH,-0.1924528301886792,530.0,2021,4
849,TJ,1.0,1.0,2021,4
850,TL,0.0,21.0,2021,4
851,TN,-0.125,16.0,2021,4
852,TO,0.3333333333333333,3.0,2021,4
853,TR,-0.0838323353293413,167.0,2021,4
854,TT,-0.2270742358078602,229.0,2021,4
855,TW,-0.417910447761194,67.0,2021,4
856,TZ,-0.0136986301369863,73.0,2021,4
857,UA,-0.081081081081081,37.0,2021,4
858,UG,-0.2054794520547945,365.0,2021,4
859,US,-0.1810711921977047,80079.0,2021,4
860,UY,-0.108433734939759,83.0,2021,4
861,UZ,0.8333333333333334,6.0,2021,4
862,VA,0.6,5.0,2021,4
863,VC,-0.3421052631578947,38.0,2021,4
864,VE,-0.3214285714285714,28.0,2021,4
865,VG,0.0,2.0,2021,4
866,VI,-0.375,16.0,2021,4
867,VN,-0.0169491525423728,59.0,2021,4
868,WS,-0.6666666666666666,6.0,2021,4
869,XK,0.4705882352941176,17.0,2021,4
870,YE,-0.0285714285714285,35.0,2021,4
871,YT,-1.0,1.0,2021,4
872,ZA,-0.2556357078449053,2218.0,2021,4
873,ZM,-0.1495327102803738,107.0,2021,4
874,ZW,-0.213903743315508,187.0,2021,4
875,AD,-0.3653846153846153,52.0,2020,4
876,AE,-0.1160778658976207,1387.0,2020,4
877,AF,-0.247191011235955,89.0,2020,4
878,AG,-0.4444444444444444,63.0,2020,4
879,AI,-0.5,2.0,2020,4
880,AL,0.04,25.0,2020,4
881,AM,0.2666666666666666,15.0,2020,4
882,AO,-0.2830188679245283,53.0,2020,4
883,AQ,1.0,1.0,2020,4
884,AR,-0.1191489361702127,235.0,2020,4
885,AS,0.0,2.0,2020,4
886,AT,-0.0781893004115226,243.0,2020,4
887,AU,-0.2849922239502332,7716.0,2020,4
888,AW,-0.1428571428571428,14.0,2020,4
889,AX,-1.0,1.0,2020,4
890,AZ,-0.0588235294117647,17.0,2020,4
891,BA,-0.3636363636363636,11.0,2020,4
892,BB,-0.2686567164179104,134.0,2020,4
893,BD,-0.1873111782477341,331.0,2020,4
894,BE,-0.2226666666666666,750.0,2020,4
895,BF,0.0,7.0,2020,4
896,BG,-0.1351351351351351,37.0,2020,4
897,BH,-0.1282051282051282,78.0,2020,4
898,BI,-0.3333333333333333,9.0,2020,4
899,BJ,0.0,15.0,2020,4
900,BL,0.0,2.0,2020,4
901,BM,-0.1944444444444444,72.0,2020,4
902,BN,-0.1538461538461538,39.0,2020,4
903,BO,-0.4166666666666667,12.0,2020,4
904,BQ,-0.5,2.0,2020,4
905,BR,-0.2148058252427184,824.0,2020,4
906,BS,-0.2871287128712871,202.0,2020,4
907,BT,-0.24,25.0,2020,4
908,BW,-0.1996434937611408,561.0,2020,4
909,BY,-0.2916666666666667,24.0,2020,4
910,BZ,-0.2777777777777778,18.0,2020,4
911,CA,-0.2210287544199079,14989.0,2020,4
912,CD,-0.2909090909090909,55.0,2020,4
913,CF,-0.4444444444444444,9.0,2020,4
914,CG,-0.3888888888888889,18.0,2020,4
915,CH,-0.1632270168855534,533.0,2020,4
916,CI,0.0975609756097561,41.0,2020,4
917,CK,0.0,1.0,2020,4
918,CL,-0.195,200.0,2020,4
919,CM,-0.1196581196581196,117.0,2020,4
920,CN,-0.2031872509960159,1004.0,2020,4
921,CO,-0.2712550607287449,247.0,2020,4
922,CR,-0.1594202898550724,69.0,2020,4
923,CU,-0.4333333333333333,60.0,2020,4
924,CV,0.0,3.0,2020,4
925,CW,0.2,5.0,2020,4
926,CY,-0.0852713178294573,129.0,2020,4
927,CZ,-0.1098901098901098,91.0,2020,4
928,DE,-0.1683238636363636,1408.0,2020,4
929,DJ,-0.6206896551724138,29.0,2020,4
930,DK,-0.1838235294117647,272.0,2020,4
931,DM,0.0,6.0,2020,4
932,DO,0.0149253731343283,67.0,2020,4
933,DZ,0.0666666666666666,30.0,2020,4
934,EC,-0.2676056338028169,142.0,2020,4
935,EE,-0.3720930232558139,43.0,2020,4
936,EG,-0.0233644859813084,214.0,2020,4
937,ES,-0.1681850035038542,1427.0,2020,4
938,ET,-0.0903614457831325,166.0,2020,4
939,FI,-0.2134387351778656,253.0,2020,4
940,FJ,-0.1935483870967742,186.0,2020,4
941,FK,-1.0,1.0,2020,4
942,FR,-0.1832599118942731,1135.0,2020,4
943,GA,-0.1428571428571428,7.0,2020,4
944,GB,-0.235261337432744,52040.0,2020,4
945,GD,-0.2352941176470588,34.0,2020,4
946,GE,-0.2028985507246377,69.0,2020,4
947,GF,0.0,1.0,2020,4
948,GG,0.0,3.0,2020,4
949,GH,-0.1895537876167416,2891.0,2020,4
950,GI,-0.0169491525423728,59.0,2020,4
951,GL,-1.0,1.0,2020,4
952,GM,0.0857142857142857,70.0,2020,4
953,GN,0.0,8.0,2020,4
954,GP,-0.4545454545454545,11.0,2020,4
955,GQ,-1.0,1.0,2020,4
956,GR,-0.1256038647342995,207.0,2020,4
957,GT,-0.21875,32.0,2020,4
958,GU,-0.3478260869565217,46.0,2020,4
959,GW,-1.0,1.0,2020,4
960,GY,-0.2857142857142857,14.0,2020,4
961,HK,-0.3638743455497382,382.0,2020,4
962,HN,-0.5,70.0,2020,4
963,HR,0.275,40.0,2020,4
964,HT,-0.1111111111111111,18.0,2020,4
965,HU,-0.2083333333333333,72.0,2020,4
966,ID,-0.0239700374531835,1335.0,2020,4
967,IE,-0.1589448015960984,4511.0,2020,4
968,IL,-0.436241610738255,447.0,2020,4
969,IM,-0.3376623376623376,77.0,2020,4
970,IN,-0.2384800337109288,40343.0,2020,4
971,IQ,-0.3333333333333333,156.0,2020,4
972,IR,-0.2857142857142857,56.0,2020,4
973,IS,-0.25,36.0,2020,4
974,IT,-0.0586617781851512,1091.0,2020,4
975,JE,0.2857142857142857,7.0,2020,4
976,JM,-0.336734693877551,980.0,2020,4
977,JO,0.0138888888888888,72.0,2020,4
978,JP,-0.2283770651117589,1029.0,2020,4
979,KE,-0.3212890625,4096.0,2020,4
980,KG,-0.0666666666666666,15.0,2020,4
981,KH,-0.1,50.0,2020,4
982,KM,0.0,1.0,2020,4
983,KN,0.0,6.0,2020,4
984,KP,0.2,5.0,2020,4
985,KR,-0.2367491166077738,283.0,2020,4
986,KW,-0.1322314049586777,121.0,2020,4
987,KY,-0.2105263157894736,38.0,2020,4
988,KZ,0.0,15.0,2020,4
989,LA,-0.55,20.0,2020,4
990,LB,-0.0125523012552301,239.0,2020,4
991,LC,-0.3968253968253968,63.0,2020,4
992,LI,-0.6666666666666666,6.0,2020,4
993,LK,-0.2534722222222222,576.0,2020,4
994,LR,-0.2,40.0,2020,4
995,LS,-0.3571428571428571,84.0,2020,4
996,LT,0.0,12.0,2020,4
997,LU,-0.1702127659574468,47.0,2020,4
998,LV,-0.2444444444444444,45.0,2020,4
999,LY,-0.1052631578947368,19.0,2020,4
1000,MA,0.0769230769230769,65.0,2020,4
1001,MC,0.0,10.0,2020,4
1002,MD,0.2,5.0,2020,4
1003,ME,0.5384615384615384,13.0,2020,4
1004,MF,0.3333333333333333,3.0,2020,4
1005,MG,0.0,9.0,2020,4
1006,MH,-0.3333333333333333,3.0,2020,4
1007,MK,-0.1176470588235294,17.0,2020,4
1008,ML,-0.0714285714285714,14.0,2020,4
1009,MM,-0.2068965517241379,58.0,2020,4
1010,MN,-0.3,10.0,2020,4
1011,MO,-0.125,8.0,2020,4
1012,MP,-0.5,16.0,2020,4
1013,MQ,-0.2,10.0,2020,4
1014,MR,-0.1666666666666666,6.0,2020,4
1015,MS,-0.3333333333333333,3.0,2020,4
1016,MT,-0.1594202898550724,69.0,2020,4
1017,MU,-0.2978723404255319,47.0,2020,4
1018,MV,-0.2092457420924574,411.0,2020,4
1019,MW,-0.3644859813084112,214.0,2020,4
1020,MX,-0.1225352112676056,710.0,2020,4
1021,MY,-0.1599612215220552,2063.0,2020,4
1022,MZ,-0.0357142857142857,28.0,2020,4
1023,NC,0.0,1.0,2020,4
1024,NE,0.3333333333333333,3.0,2020,4
1025,NG,-0.2978587962962963,17280.0,2020,4
1026,NI,-0.2857142857142857,7.0,2020,4
1027,NL,-0.177707676130389,951.0,2020,4
1028,NO,-0.3685800604229607,331.0,2020,4
1029,NP,-0.1932584269662921,445.0,2020,4
1030,NU,1.0,1.0,2020,4
1031,NZ,-0.2002376708259061,1683.0,2020,4
1032,OM,-0.2426035502958579,169.0,2020,4
1033,PA,-0.3220338983050847,118.0,2020,4
1034,PE,-0.0824742268041237,97.0,2020,4
1035,PF,-0.3333333333333333,3.0,2020,4
1036,PG,-0.3134328358208955,67.0,2020,4
1037,PH,-0.0931026078479161,4103.0,2020,4
1038,PK,-0.23691295243793,3343.0,2020,4
1039,PL,-0.2287581699346405,306.0,2020,4
1040,PR,0.0,11.0,2020,4
1041,PT,-0.1960132890365448,301.0,2020,4
1042,PW,0.1111111111111111,9.0,2020,4
1043,PY,0.0714285714285714,42.0,2020,4
1044,QA,-0.1771653543307086,254.0,2020,4
1045,RE,-0.3333333333333333,3.0,2020,4
1046,RO,-0.1666666666666666,72.0,2020,4
1047,RS,0.1764705882352941,85.0,2020,4
1048,RU,-0.1655172413793103,145.0,2020,4
1049,RW,-0.0266666666666666,225.0,2020,4
1050,SA,-0.1176470588235294,595.0,2020,4
1051,SB,0.4,5.0,2020,4
1052,SC,-0.0909090909090909,11.0,2020,4
1053,SD,0.3333333333333333,3.0,2020,4
1054,SE,-0.2146464646464646,396.0,2020,4
1055,SG,-0.1369710467706013,898.0,2020,4
1056,SH,1.0,1.0,2020,4
1057,SI,-0.1621621621621621,37.0,2020,4
1058,SK,-0.0952380952380952,42.0,2020,4
1059,SL,-0.1851851851851851,108.0,2020,4
1060,SM,0.0,1.0,2020,4
1061,SN,-0.125,48.0,2020,4
1062,SO,-0.359375,192.0,2020,4
1063,SR,-0.2857142857142857,14.0,2020,4
1064,SV,-0.1428571428571428,21.0,2020,4
1065,SX,1.0,2.0,2020,4
1066,SY,-0.1304347826086956,23.0,2020,4
1067,SZ,-0.2421052631578947,95.0,2020,4
1068,TC,-0.2,15.0,2020,4
1069,TD,-0.6666666666666666,3.0,2020,4
1070,TG,0.125,8.0,2020,4
1071,TH,-0.2153652392947103,794.0,2020,4
1072,TL,0.1111111111111111,9.0,2020,4
1073,TM,-0.6363636363636364,11.0,2020,4
1074,TN,-0.1176470588235294,34.0,2020,4
1075,TO,-0.25,8.0,2020,4
1076,TR,-0.2145833333333333,480.0,2020,4
1077,TT,-0.2394366197183098,284.0,2020,4
1078,TW,-0.22568093385214,257.0,2020,4
1079,TZ,-0.1065989847715736,394.0,2020,4
1080,UA,-0.3230769230769231,65.0,2020,4
1081,UG,-0.2281704781704781,1924.0,2020,4
1082,UM,1.0,1.0,2020,4
1083,US,-0.3328880999666075,170697.0,2020,4
1084,UY,-0.1111111111111111,36.0,2020,4
1085,UZ,-0.1111111111111111,9.0,2020,4
1086,VA,-0.1428571428571428,7.0,2020,4
1087,VC,-0.5454545454545454,22.0,2020,4
1088,VE,-0.3837209302325581,86.0,2020,4
1089,VG,-0.3333333333333333,24.0,2020,4
1090,VI,-0.4137931034482758,29.0,2020,4
1091,VN,-0.1921182266009852,203.0,2020,4
1092,VU,0.5,2.0,2020,4
1093,WS,-0.6666666666666666,6.0,2020,4
1094,XK,-0.2727272727272727,44.0,2020,4
1095,YE,0.25,12.0,2020,4
1096,YT,-1.0,1.0,2020,4
1097,ZA,-0.2823299651863802,11777.0,2020,4
1098,ZM,-0.278894472361809,398.0,2020,4
1099,ZW,-0.2983425414364641,543.0,2020,4
1100,AD,-0.5,18.0,2020,3
1101,AE,-0.1793680297397769,1076.0,2020,3
1102,AF,-0.2619047619047619,42.0,2020,3
1103,AG,-0.4468085106382978,47.0,2020,3
1104,AI,-1.0,2.0,2020,3
1105,AL,0.0,19.0,2020,3
1106,AM,-0.375,16.0,2020,3
1107,AO,-0.2333333333333333,30.0,2020,3
1108,AR,-0.1881720430107527,186.0,2020,3
1109,AS,0.0,2.0,2020,3
1110,AT,-0.0903614457831325,166.0,2020,3
1111,AU,-0.337990085624155,6657.0,2020,3
1112,AW,0.0,10.0,2020,3
1113,AZ,-0.3,20.0,2020,3
1114,BA,-0.1304347826086956,23.0,2020,3
1115,BB,-0.2876712328767123,73.0,2020,3
1116,BD,-0.1336898395721925,187.0,2020,3
1117,BE,-0.2020497803806735,683.0,2020,3
1118,BF,-1.0,1.0,2020,3
1119,BG,-0.2424242424242424,33.0,2020,3
1120,BH,-0.25,88.0,2020,3
1121,BI,0.0,4.0,2020,3
1122,BJ,-0.1,10.0,2020,3
1123,BM,-0.3333333333333333,27.0,2020,3
1124,BN,0.0294117647058823,34.0,2020,3
1125,BO,0.0833333333333333,12.0,2020,3
1126,BR,-0.252016129032258,496.0,2020,3
1127,BS,-0.1925925925925926,135.0,2020,3
1128,BT,-0.1363636363636363,22.0,2020,3
1129,BW,-0.3722943722943723,231.0,2020,3
1130,BY,0.25,4.0,2020,3
1131,BZ,-0.5714285714285714,21.0,2020,3
1132,CA,-0.2259036144578313,10292.0,2020,3
1133,CD,-0.4516129032258064,31.0,2020,3
1134,CF,-0.7142857142857143,7.0,2020,3
1135,CG,-0.4,5.0,2020,3
1136,CH,-0.1610738255033557,447.0,2020,3
1137,CI,-0.1851851851851851,27.0,2020,3
1138,CL,-0.1694915254237288,118.0,2020,3
1139,CM,-0.2266666666666666,75.0,2020,3
1140,CN,-0.1456228956228956,1188.0,2020,3
1141,CO,-0.1648351648351648,182.0,2020,3
1142,CR,-0.3285714285714285,70.0,2020,3
1143,CU,-0.0714285714285714,14.0,2020,3
1144,CV,-0.6666666666666666,3.0,2020,3
1145,CW,-0.5,8.0,2020,3
1146,CY,-0.3457943925233644,107.0,2020,3
1147,CZ,-0.0978260869565217,92.0,2020,3
1148,DE,-0.1843621399176954,1215.0,2020,3
1149,DJ,-0.8,5.0,2020,3
1150,DK,-0.215,200.0,2020,3
1151,DM,-0.3333333333333333,9.0,2020,3
1152,DO,-0.3382352941176471,68.0,2020,3
1153,DZ,-0.1904761904761904,21.0,2020,3
1154,EC,-0.1685393258426966,89.0,2020,3
1155,EE,-0.3,20.0,2020,3
1156,EG,-0.1602564102564102,156.0,2020,3
1157,ES,-0.1951951951951951,999.0,2020,3
1158,ET,-0.1986301369863013,146.0,2020,3
1159,FI,-0.1761658031088082,193.0,2020,3
1160,FJ,-0.3053435114503817,131.0,2020,3
1161,FO,0.0,3.0,2020,3
1162,FR,-0.2070030895983522,971.0,2020,3
1163,GA,-0.5,2.0,2020,3
1164,GB,-0.2819589045278295,32753.0,2020,3
1165,GD,-0.45,20.0,2020,3
1166,GE,-0.2258064516129032,31.0,2020,3
1167,GF,-1.0,1.0,2020,3
1168,GG,-0.4285714285714285,7.0,2020,3
1169,GH,-0.2741935483870967,1736.0,2020,3
1170,GI,-0.054054054054054,37.0,2020,3
1171,GL,1.0,1.0,2020,3
1172,GM,-0.1428571428571428,56.0,2020,3
1173,GN,0.0,4.0,2020,3
1174,GP,-1.0,2.0,2020,3
1175,GQ,-0.5,4.0,2020,3
1176,GR,-0.2516129032258064,155.0,2020,3
1177,GT,-0.0909090909090909,22.0,2020,3
1178,GU,-0.3793103448275862,29.0,2020,3
1179,GW,-0.5,2.0,2020,3
1180,GY,-0.6666666666666666,12.0,2020,3
1181,HK,-0.3358974358974358,390.0,2020,3
1182,HN,-0.3953488372093023,43.0,2020,3
1183,HR,0.06,50.0,2020,3
1184,HT,-0.2857142857142857,14.0,2020,3
1185,HU,-0.1785714285714285,84.0,2020,3
1186,ID,-0.1064846416382252,1465.0,2020,3
1187,IE,-0.189873417721519,3476.0,2020,3
1188,IL,-0.4239130434782608,276.0,2020,3
1189,IM,-0.3333333333333333,36.0,2020,3
1190,IN,-0.29785403380909,19758.0,2020,3
1191,IQ,-0.2111801242236025,161.0,2020,3
1192,IR,-0.4038461538461538,104.0,2020,3
1193,IS,-0.3617021276595745,47.0,2020,3
1194,IT,-0.1330316742081448,1105.0,2020,3
1195,JM,-0.2862254025044722,559.0,2020,3
1196,JO,-0.2340425531914893,47.0,2020,3
1197,JP,-0.2731535756154748,853.0,2020,3
1198,KE,-0.3505055368319691,2077.0,2020,3
1199,KG,-0.125,8.0,2020,3
1200,KH,-0.032258064516129,31.0,2020,3
1201,KI,1.0,1.0,2020,3
1202,KN,-0.5,8.0,2020,3
1203,KP,-1.0,1.0,2020,3
1204,KR,-0.2514450867052023,346.0,2020,3
1205,KW,-0.2587412587412587,143.0,2020,3
1206,KY,-0.1034482758620689,29.0,2020,3
1207,KZ,-0.2142857142857142,14.0,2020,3
1208,LA,-0.2727272727272727,11.0,2020,3
1209,LB,-0.1655844155844155,308.0,2020,3
1210,LC,-0.081081081081081,37.0,2020,3
1211,LI,-0.7777777777777778,9.0,2020,3
1212,LK,-0.3705357142857143,448.0,2020,3
1213,LR,-0.3636363636363636,22.0,2020,3
1214,LS,-0.2075471698113207,53.0,2020,3
1215,LT,-0.2105263157894736,19.0,2020,3
1216,LU,-0.1489361702127659,47.0,2020,3
1217,LV,-0.1923076923076923,26.0,2020,3
1218,LY,-0.08,25.0,2020,3
1219,MA,-0.1692307692307692,65.0,2020,3
1220,MC,0.0,10.0,2020,3
1221,MD,-0.4,5.0,2020,3
1222,ME,-0.25,4.0,2020,3
1223,MF,-0.6666666666666666,3.0,2020,3
1224,MG,-1.0,4.0,2020,3
1225,MK,-0.125,16.0,2020,3
1226,ML,0.0,3.0,2020,3
1227,MM,-0.2222222222222222,45.0,2020,3
1228,MN,-0.2222222222222222,18.0,2020,3
1229,MO,-0.25,12.0,2020,3
1230,MP,-0.2,10.0,2020,3
1231,MQ,0.5714285714285714,7.0,2020,3
1232,MR,-0.5,2.0,2020,3
1233,MS,0.0,1.0,2020,3
1234,MT,-0.2978723404255319,47.0,2020,3
1235,MU,-0.4,40.0,2020,3
1236,MV,-0.260586319218241,307.0,2020,3
