,Country,ratio,total,year,month
1840,ME,0.2083333333333333,24.0,2020,7
1841,MG,-0.4615384615384615,13.0,2020,7
1842,MH,0.0,2.0,2020,7
1843,MK,-0.0454545454545454,22.0,2020,7
1844,ML,0.3333333333333333,6.0,2020,7
1845,MM,0.0652173913043478,46.0,2020,7
1846,MN,-0.1666666666666666,12.0,2020,7
1847,MO,0.1,10.0,2020,7
1848,MP,-0.1111111111111111,9.0,2020,7
1849,MQ,-0.5333333333333333,45.0,2020,7
1850,MR,0.5,2.0,2020,7
1851,MS,-0.5,2.0,2020,7
1852,MT,-0.2588235294117647,85.0,2020,7
1853,MU,-0.0392156862745098,51.0,2020,7
1854,MV,-0.1446945337620578,311.0,2020,7
1855,MW,-0.2242424242424242,495.0,2020,7
1856,MX,-0.1882435269419174,1429.0,2020,7
1857,MY,-0.1429790866410584,2343.0,2020,7
1858,MZ,-0.3636363636363636,33.0,2020,7
1859,NC,0.5,4.0,2020,7
1860,NE,0.0,9.0,2020,7
1861,NG,-0.1641791044776119,11256.0,2020,7
1862,NI,-0.4166666666666667,72.0,2020,7
1863,NL,-0.1327433628318584,1356.0,2020,7
1864,NO,-0.3529411764705882,357.0,2020,7
1865,NP,-0.0896309314586994,569.0,2020,7
1866,NU,0.0,1.0,2020,7
1867,NZ,-0.3490838958534233,2074.0,2020,7
1868,OM,-0.1606334841628959,442.0,2020,7
1869,PA,-0.3157894736842105,228.0,2020,7
1870,PE,0.0285714285714285,105.0,2020,7
1871,PF,0.0,5.0,2020,7
1872,PG,-0.2241379310344827,58.0,2020,7
1873,PH,-0.0321460911560519,6626.0,2020,7
1874,PK,-0.1567091087169441,3063.0,2020,7
1875,PL,-0.2539325842696629,445.0,2020,7
1876,PR,0.1666666666666666,6.0,2020,7
1877,PT,-0.3345588235294117,544.0,2020,7
1878,PW,-0.3333333333333333,6.0,2020,7
1879,PY,-0.1875,48.0,2020,7
1880,QA,-0.0305343511450381,393.0,2020,7
1881,RE,-1.0,3.0,2020,7
1882,RO,-0.1949152542372881,118.0,2020,7
1883,RS,-0.2040816326530612,98.0,2020,7
1884,RU,-0.2073732718894009,217.0,2020,7
1885,RW,0.0344827586206896,203.0,2020,7
1886,SA,-0.0309278350515463,679.0,2020,7
1887,SB,0.5714285714285714,7.0,2020,7
1888,SC,-0.0909090909090909,22.0,2020,7
1889,SD,0.0,1.0,2020,7
1890,SE,-0.2320872274143302,642.0,2020,7
1891,SG,-0.0966735966735966,962.0,2020,7
1892,SI,-0.3571428571428571,28.0,2020,7
1893,SK,-0.2903225806451613,31.0,2020,7
1894,SL,-0.0684931506849315,73.0,2020,7
1895,SM,-0.4,5.0,2020,7
1896,SN,-0.125,40.0,2020,7
1897,SO,-0.1641791044776119,67.0,2020,7
1898,SR,-0.6210526315789474,95.0,2020,7
1899,SV,-0.35,40.0,2020,7
1900,SX,-0.3,10.0,2020,7
1901,SY,0.0,12.0,2020,7
1902,SZ,-0.2045454545454545,132.0,2020,7
1903,TC,-0.275,40.0,2020,7
1904,TD,0.0,3.0,2020,7
1905,TG,-0.4285714285714285,7.0,2020,7
1906,TH,-0.2278203723986856,913.0,2020,7
1907,TJ,-1.0,2.0,2020,7
1908,TL,0.08,25.0,2020,7
1909,TM,-1.0,1.0,2020,7
1910,TN,0.0434782608695652,23.0,2020,7
1911,TO,0.0,2.0,2020,7
1912,TR,-0.1551020408163265,490.0,2020,7
1913,TT,-0.2700348432055749,574.0,2020,7
1914,TW,-0.1772151898734177,237.0,2020,7
1915,TZ,-0.0695187165775401,187.0,2020,7
1916,UA,-0.1408450704225352,71.0,2020,7
1917,UG,-0.2440119760479042,2004.0,2020,7
1918,US,-0.3599204399765154,417295.0,2020,7
1919,UY,-0.2,105.0,2020,7
1920,UZ,0.1333333333333333,15.0,2020,7
1921,VA,0.25,8.0,2020,7
1922,VC,-0.2790697674418604,43.0,2020,7
1923,VE,-0.2551020408163265,98.0,2020,7
1924,VG,-0.4333333333333333,30.0,2020,7
1925,VI,-0.4848484848484848,33.0,2020,7
1926,VN,-0.3026819923371647,261.0,2020,7
1927,VU,0.1428571428571428,7.0,2020,7
1928,WS,0.0,2.0,2020,7
1929,XK,-0.2625,80.0,2020,7
1930,YE,-0.6666666666666666,30.0,2020,7
1931,ZA,-0.281167363815568,20799.0,2020,7
1932,ZM,-0.237020316027088,443.0,2020,7
1933,ZW,-0.2530864197530864,810.0,2020,7
1934,AD,0.0,4.0,2021,1
1935,AE,-0.1615029663810151,1517.0,2021,1
1936,AF,-0.3513513513513513,37.0,2021,1
1937,AG,-0.1544715447154471,123.0,2021,1
1938,AI,0.0,6.0,2021,1
1939,AL,-0.375,40.0,2021,1
1940,AM,-0.3076923076923077,13.0,2021,1
1941,AO,-0.1304347826086956,23.0,2021,1
1942,AQ,0.0,1.0,2021,1
1943,AR,-0.0809968847352024,321.0,2021,1
1944,AS,0.0,1.0,2021,1
1945,AT,0.011049723756906,362.0,2021,1
1946,AU,-0.3131345688960515,12410.0,2021,1
1947,AW,-0.3,20.0,2021,1
1948,AX,0.0,1.0,2021,1
1949,AZ,-0.2,20.0,2021,1
1950,BA,-0.2142857142857142,14.0,2021,1
1951,BB,-0.2224025974025974,616.0,2021,1
1952,BD,0.0896551724137931,290.0,2021,1
1953,BE,-0.1897506925207756,722.0,2021,1
1954,BF,-0.4285714285714285,7.0,2021,1
1955,BG,-0.2553191489361702,47.0,2021,1
1956,BH,-0.0823529411764705,85.0,2021,1
1957,BI,-0.25,12.0,2021,1
1958,BJ,0.0,4.0,2021,1
1959,BM,-0.079646017699115,113.0,2021,1
1960,BN,0.0,22.0,2021,1
1961,BO,-0.24,25.0,2021,1
1962,BQ,0.0,3.0,2021,1
1963,BR,-0.142756183745583,1415.0,2021,1
1964,BS,-0.2525773195876288,194.0,2021,1
1965,BT,-0.171875,64.0,2021,1
1966,BW,-0.2776,1250.0,2021,1
1967,BY,-1.0,2.0,2021,1
1968,BZ,0.0555555555555555,36.0,2021,1
1969,CA,-0.26745510586974,29848.0,2021,1
1970,CD,-0.3225806451612903,31.0,2021,1
1971,CG,0.1,30.0,2021,1
1972,CH,-0.1326219512195122,656.0,2021,1
1973,CI,-0.1538461538461538,26.0,2021,1
1974,CK,-1.0,1.0,2021,1
1975,CL,-0.1144278606965174,201.0,2021,1
1976,CM,-0.037037037037037,54.0,2021,1
1977,CN,-0.1833030852994555,551.0,2021,1
1978,CO,-0.2210526315789473,380.0,2021,1
1979,CR,-0.2608695652173913,92.0,2021,1
1980,CU,0.0,28.0,2021,1
1981,CV,0.6666666666666666,3.0,2021,1
1982,CW,-0.5,2.0,2021,1
1983,CY,-0.1611570247933884,242.0,2021,1
1984,CZ,-0.1488095238095238,168.0,2021,1
1985,DE,-0.1606110652353427,2422.0,2021,1
1986,DJ,-0.875,16.0,2021,1
1987,DK,-0.2853260869565217,368.0,2021,1
1988,DM,0.1,20.0,2021,1
1989,DO,-0.293103448275862,116.0,2021,1
1990,DZ,0.1538461538461538,13.0,2021,1
1991,EC,0.0614035087719298,114.0,2021,1
1992,EE,-0.1785714285714285,28.0,2021,1
1993,EG,-0.241025641025641,195.0,2021,1
1994,ER,1.0,1.0,2021,1
1995,ES,-0.2534421213666497,1961.0,2021,1
1996,ET,-0.0634920634920634,63.0,2021,1
1997,FI,-0.1415094339622641,212.0,2021,1
1998,FJ,0.0416666666666666,72.0,2021,1
1999,FM,0.0,1.0,2021,1
2000,FO,-1.0,1.0,2021,1
2001,FR,-0.1667731629392971,1565.0,2021,1
2002,GA,0.3333333333333333,6.0,2021,1
2003,GB,-0.2634874376934119,138629.0,2021,1
2004,GD,-0.24,50.0,2021,1
2005,GE,-0.1777777777777777,45.0,2021,1
2006,GF,0.0,1.0,2021,1
2007,GG,0.2,15.0,2021,1
2008,GH,-0.2089495638983693,2637.0,2021,1
2009,GI,-0.1149425287356321,174.0,2021,1
2010,GL,-1.0,1.0,2021,1
2011,GM,-0.1566265060240964,83.0,2021,1
2012,GN,0.3333333333333333,3.0,2021,1
2013,GP,0.3333333333333333,3.0,2021,1
2014,GQ,-1.0,1.0,2021,1
2015,GR,-0.1302521008403361,238.0,2021,1
2016,GT,0.0181818181818181,55.0,2021,1
2017,GU,-0.2352941176470588,17.0,2021,1
2018,GW,-1.0,1.0,2021,1
2019,GY,-0.4117647058823529,17.0,2021,1
2020,HK,-0.2307692307692307,312.0,2021,1
2021,HN,-0.2,50.0,2021,1
2022,HR,-0.0666666666666666,45.0,2021,1
2023,HT,-0.15,20.0,2021,1
2024,HU,-0.0519480519480519,77.0,2021,1
2025,ID,-0.0199851961509992,1351.0,2021,1
2026,IE,-0.2278243870652439,12277.0,2021,1
2027,IL,-0.4198473282442748,655.0,2021,1
2028,IM,-0.1595744680851064,282.0,2021,1
2029,IN,-0.1681362943609841,18372.0,2021,1
2030,IO,1.0,1.0,2021,1
2031,IQ,-0.025,40.0,2021,1
2032,IR,-0.1333333333333333,45.0,2021,1
2033,IS,-0.1666666666666666,66.0,2021,1
2034,IT,-0.0899339933993399,1212.0,2021,1
2035,JE,0.0,8.0,2021,1
2036,JM,-0.2339027595269382,761.0,2021,1
2037,JO,-0.1454545454545454,55.0,2021,1
2038,JP,-0.2218515429524603,1199.0,2021,1
2039,KE,-0.2360372340425532,1504.0,2021,1
2040,KG,0.2222222222222222,9.0,2021,1
2041,KH,-0.0285714285714285,35.0,2021,1
2042,KI,0.6,5.0,2021,1
2043,KN,-0.2307692307692307,13.0,2021,1
2044,KP,-0.6666666666666666,3.0,2021,1
2045,KR,-0.3142857142857143,280.0,2021,1
2046,KW,0.009090909090909,110.0,2021,1
2047,KY,-0.2045454545454545,44.0,2021,1
2048,KZ,-0.2121212121212121,33.0,2021,1
2049,LA,-0.4,5.0,2021,1
2050,LB,-0.1544401544401544,777.0,2021,1
2051,LC,-0.1761658031088082,193.0,2021,1
2052,LI,-1.0,1.0,2021,1
2053,LK,-0.2079207920792079,404.0,2021,1
2054,LR,0.0,13.0,2021,1
2055,LS,-0.3076923076923077,390.0,2021,1
2056,LT,0.0263157894736842,38.0,2021,1
2057,LU,-0.2045454545454545,44.0,2021,1
2058,LV,-0.1052631578947368,38.0,2021,1
2059,LY,-0.1818181818181818,11.0,2021,1
2060,MA,0.5205479452054794,73.0,2021,1
2061,MC,-0.3888888888888889,18.0,2021,1
2062,MD,-0.2777777777777778,18.0,2021,1
2063,ME,-0.1,10.0,2021,1
2064,MF,-0.3333333333333333,6.0,2021,1
2065,MG,0.0,11.0,2021,1
2066,MH,-1.0,1.0,2021,1
2067,MK,0.0,12.0,2021,1
2068,ML,-0.5,4.0,2021,1
2069,MM,0.0,50.0,2021,1
2070,MN,-0.21875,32.0,2021,1
2071,MO,0.6666666666666666,3.0,2021,1
2072,MP,-0.0588235294117647,17.0,2021,1
2073,MQ,-0.3333333333333333,9.0,2021,1
2074,MR,0.0,3.0,2021,1
2075,MS,0.0,1.0,2021,1
2076,MT,-0.2045454545454545,88.0,2021,1
2077,MU,-0.3773584905660377,106.0,2021,1
2078,MV,-0.1342592592592592,216.0,2021,1
2079,MW,-0.2293689320388349,824.0,2021,1
2080,MX,-0.176522506619594,1133.0,2021,1
2081,MY,-0.1650041562759767,4812.0,2021,1
2082,MZ,-0.1607142857142857,56.0,2021,1
2083,NE,-1.0,1.0,2021,1
2084,NG,-0.2308806107674081,7597.0,2021,1
2085,NI,-0.2666666666666666,15.0,2021,1
2086,NL,-0.1573521432447097,1843.0,2021,1
2087,NO,-0.3693931398416886,379.0,2021,1
2088,NP,-0.0927835051546391,194.0,2021,1
2089,NR,1.0,1.0,2021,1
2090,NZ,-0.319597508385242,2087.0,2021,1
2091,OM,0.0967741935483871,62.0,2021,1
2092,PA,-0.1712328767123287,146.0,2021,1
2093,PE,-0.1855670103092783,97.0,2021,1
2094,PF,0.0,4.0,2021,1
2095,PG,-0.0869565217391304,23.0,2021,1
2096,PH,-0.0352275649267163,3889.0,2021,1
2097,PK,-0.3701219512195122,1640.0,2021,1
2098,PL,-0.2938144329896907,388.0,2021,1
2099,PR,-0.3333333333333333,3.0,2021,1
2100,PT,-0.2368972746331236,477.0,2021,1
2101,PW,0.0,6.0,2021,1
2102,PY,-0.1,40.0,2021,1
2103,QA,-0.1081081081081081,148.0,2021,1
2104,RE,0.5,4.0,2021,1
2105,RO,-0.308411214953271,107.0,2021,1
2106,RS,-0.0816326530612244,49.0,2021,1
2107,RU,-0.1976744186046511,172.0,2021,1
2108,RW,0.0045871559633027,218.0,2021,1
2109,SA,-0.0315533980582524,412.0,2021,1
2110,SB,0.25,4.0,2021,1
2111,SC,-0.2105263157894736,19.0,2021,1
2112,SD,-1.0,1.0,2021,1
2113,SE,-0.3728129205921938,743.0,2021,1
2114,SG,-0.1472303206997084,686.0,2021,1
2115,SH,0.0,2.0,2021,1
2116,SI,-0.288135593220339,59.0,2021,1
2117,SK,-0.3333333333333333,36.0,2021,1
2118,SL,-0.0166666666666666,60.0,2021,1
2119,SM,-0.6666666666666666,3.0,2021,1
2120,SN,0.1764705882352941,34.0,2021,1
2121,SO,-0.2647058823529412,34.0,2021,1
2122,SR,-0.2307692307692307,13.0,2021,1
2123,SV,0.05,20.0,2021,1
2124,SX,-0.2222222222222222,9.0,2021,1
2125,SY,-0.3846153846153846,13.0,2021,1
2126,SZ,-0.2422360248447205,161.0,2021,1
2127,TC,-0.1724137931034483,29.0,2021,1
2128,TD,0.0,2.0,2021,1
2129,TG,-0.2,5.0,2021,1
2130,TH,-0.1674917491749175,1212.0,2021,1
2131,TJ,-0.5,2.0,2021,1
2132,TL,0.3333333333333333,12.0,2021,1
2133,TN,-0.0357142857142857,28.0,2021,1
2134,TO,0.3333333333333333,3.0,2021,1
2135,TR,-0.1752873563218391,348.0,2021,1
2136,TT,-0.2153846153846154,325.0,2021,1
2137,TW,-0.2962962962962963,270.0,2021,1
2138,TZ,-0.2,145.0,2021,1
2139,UA,0.0,73.0,2021,1
2140,UG,-0.2624,625.0,2021,1
2141,US,-0.2720758825746471,238790.0,2021,1
2142,UY,-0.4338235294117647,136.0,2021,1
2143,UZ,-0.125,8.0,2021,1
2144,VA,0.25,4.0,2021,1
2145,VC,-0.3071428571428571,140.0,2021,1
2146,VE,-0.1296296296296296,54.0,2021,1
2147,VG,0.3,10.0,2021,1
2148,VI,-0.0909090909090909,11.0,2021,1
2149,VN,0.2117647058823529,170.0,2021,1
2150,VU,0.25,4.0,2021,1
2151,WS,-0.75,4.0,2021,1
2152,XK,-0.0714285714285714,42.0,2021,1
2153,YE,-0.3265306122448979,49.0,2021,1
2154,ZA,-0.3349912829453389,19502.0,2021,1
2155,ZM,-0.2980269989615784,963.0,2021,1
2156,ZW,-0.2465846994535519,1464.0,2021,1
2157,AD,0.0,3.0,2020,10
2158,AE,-0.0996309963099631,1084.0,2020,10
2159,AF,0.0,30.0,2020,10
2160,AG,-0.2356687898089172,157.0,2020,10
2161,AI,-0.2222222222222222,9.0,2020,10
2162,AL,0.0277777777777777,36.0,2020,10
2163,AM,-0.5263157894736842,57.0,2020,10
2164,AO,-0.1111111111111111,9.0,2020,10
2165,AQ,-0.5,2.0,2020,10
2166,AR,-0.0838509316770186,322.0,2020,10
2167,AT,-0.129287598944591,379.0,2020,10
2168,AU,-0.2952768419045197,15731.0,2020,10
2169,AW,-0.5476190476190477,42.0,2020,10
2170,AZ,-0.647887323943662,71.0,2020,10
2171,BA,0.0,5.0,2020,10
2172,BB,-0.1788990825688073,218.0,2020,10
2173,BD,-0.0051546391752577,194.0,2020,10
2174,BE,-0.2089041095890411,1460.0,2020,10
2175,BF,-0.2857142857142857,7.0,2020,10
2176,BG,-0.2333333333333333,60.0,2020,10
2177,BH,-0.2040816326530612,98.0,2020,10
2178,BI,0.1428571428571428,7.0,2020,10
2179,BJ,0.2222222222222222,9.0,2020,10
2180,BM,-0.0444444444444444,45.0,2020,10
2181,BN,-0.1538461538461538,26.0,2020,10
2182,BO,-0.1764705882352941,17.0,2020,10
2183,BQ,-1.0,3.0,2020,10
2184,BR,-0.1776937618147448,1058.0,2020,10
2185,BS,-0.1875901875901875,693.0,2020,10
2186,BT,0.0869565217391304,23.0,2020,10
2187,BW,-0.1512770137524558,509.0,2020,10
2188,BY,0.0,9.0,2020,10
2189,BZ,-0.0238095238095238,42.0,2020,10
2190,CA,-0.2790355589664876,31272.0,2020,10
2191,CD,-0.0833333333333333,48.0,2020,10
2192,CF,-1.0,1.0,2020,10
2193,CG,1.0,2.0,2020,10
2194,CH,-0.063960639606396,813.0,2020,10
2195,CI,-0.36,25.0,2020,10
2196,CK,1.0,2.0,2020,10
2197,CL,-0.1772151898734177,158.0,2020,10
2198,CM,-0.1632653061224489,49.0,2020,10
2199,CN,-0.1750433275563258,577.0,2020,10
2200,CO,-0.2838874680306905,391.0,2020,10
2201,CR,-0.3503649635036496,137.0,2020,10
2202,CU,-0.25,12.0,2020,10
2203,CV,0.4166666666666667,12.0,2020,10
2204,CW,-0.8,5.0,2020,10
2205,CX,1.0,1.0,2020,10
2206,CY,-0.3206349206349206,315.0,2020,10
2207,CZ,-0.0909090909090909,286.0,2020,10
2208,DE,-0.191785471826205,2946.0,2020,10
2209,DJ,-0.9545454545454546,22.0,2020,10
2210,DK,-0.2060889929742388,427.0,2020,10
2211,DM,-0.75,8.0,2020,10
2212,DO,-0.3113207547169811,106.0,2020,10
2213,DZ,-0.08,25.0,2020,10
2214,EC,-0.0666666666666666,75.0,2020,10
2215,EE,-0.0689655172413793,29.0,2020,10
2216,EG,-0.3246073298429319,191.0,2020,10
2217,ES,-0.2084737602311025,2077.0,2020,10
2218,ET,0.168,125.0,2020,10
2219,FI,-0.2301255230125523,478.0,2020,10
2220,FJ,-0.0925925925925925,108.0,2020,10
2221,FK,1.0,1.0,2020,10
2222,FR,-0.2126551862234681,2497.0,2020,10
2223,GA,0.1666666666666666,6.0,2020,10
2224,GB,-0.3080656136957845,111684.0,2020,10
2225,GD,-0.3809523809523809,21.0,2020,10
2226,GE,-0.25,56.0,2020,10
2227,GF,-0.5,2.0,2020,10
2228,GG,0.0,15.0,2020,10
2229,GH,-0.1297539149888143,1341.0,2020,10
2230,GI,-0.1707317073170731,82.0,2020,10
2231,GL,1.0,1.0,2020,10
2232,GM,0.1428571428571428,49.0,2020,10
2233,GN,-0.4,5.0,2020,10
2234,GP,-0.1333333333333333,15.0,2020,10
2235,GQ,-0.5,2.0,2020,10
2236,GR,-0.2077922077922078,462.0,2020,10
2237,GT,-0.1636363636363636,55.0,2020,10
2238,GU,-0.5172413793103449,29.0,2020,10
2239,GW,0.5,2.0,2020,10
2240,GY,-0.0952380952380952,21.0,2020,10
2241,HK,-0.2404092071611253,391.0,2020,10
2242,HN,-0.18796992481203,133.0,2020,10
2243,HR,-0.4382022471910112,89.0,2020,10
2244,HT,0.0,18.0,2020,10
2245,HU,-0.1485148514851485,101.0,2020,10
2246,ID,0.009251471825063,1189.0,2020,10
2247,IE,-0.2541300527240773,14225.0,2020,10
2248,IL,-0.4017991004497751,667.0,2020,10
2249,IM,-0.3284671532846715,137.0,2020,10
2250,IN,-0.2180862905739347,22459.0,2020,10
2251,IQ,-0.3684210526315789,95.0,2020,10
2252,IR,-0.3396226415094339,53.0,2020,10
2253,IS,-0.3673469387755102,98.0,2020,10
2254,IT,-0.1511879049676026,1852.0,2020,10
2255,JE,0.5,6.0,2020,10
2256,JM,-0.1781376518218623,988.0,2020,10
2257,JO,-0.2,70.0,2020,10
2258,JP,-0.2407170294494238,781.0,2020,10
2259,KE,-0.1753698868581375,2298.0,2020,10
2260,KG,0.5,2.0,2020,10
2261,KH,-0.3174603174603174,63.0,2020,10
2262,KI,0.0,1.0,2020,10
2263,KN,-0.4444444444444444,9.0,2020,10
2264,KP,-1.0,1.0,2020,10
2265,KR,-0.6027777777777777,720.0,2020,10
2266,KW,-0.1025641025641025,117.0,2020,10
2267,KY,-0.3088235294117647,68.0,2020,10
2268,KZ,-0.1785714285714285,28.0,2020,10
2269,LA,0.0,6.0,2020,10
2270,LB,-0.2102272727272727,352.0,2020,10
2271,LC,-0.25,112.0,2020,10
2272,LI,0.25,4.0,2020,10
2273,LK,-0.2408088235294117,1088.0,2020,10
2274,LR,-0.0625,32.0,2020,10
2275,LS,-0.2203389830508474,59.0,2020,10
2276,LT,-0.0961538461538461,52.0,2020,10
2277,LU,0.0149253731343283,67.0,2020,10
2278,LV,-0.3835616438356164,73.0,2020,10
2279,LY,-0.32,25.0,2020,10
2280,MA,-0.2407407407407407,54.0,2020,10
2281,MC,0.0,22.0,2020,10
2282,MD,-0.2307692307692307,26.0,2020,10
2283,ME,-0.0625,16.0,2020,10
2284,MF,0.3333333333333333,3.0,2020,10
2285,MG,0.25,4.0,2020,10
2286,MH,-0.6666666666666666,3.0,2020,10
2287,MK,0.1818181818181818,11.0,2020,10
2288,ML,0.2,5.0,2020,10
2289,MM,0.1304347826086956,92.0,2020,10
2290,MN,-0.4444444444444444,18.0,2020,10
2291,MO,1.0,3.0,2020,10
2292,MP,0.0,5.0,2020,10
2293,MQ,0.0,3.0,2020,10
2294,MR,0.0,4.0,2020,10
2295,MT,0.0235294117647058,85.0,2020,10
2296,MU,-0.2222222222222222,27.0,2020,10
2297,MV,-0.0204081632653061,196.0,2020,10
2298,MW,-0.1296296296296296,108.0,2020,10
2299,MX,-0.1735817104149026,1181.0,2020,10
2300,MY,-0.1512137559002022,5932.0,2020,10
2301,MZ,-0.2619047619047619,42.0,2020,10
2302,NE,0.0,2.0,2020,10
2303,NG,-0.355611029161466,8813.0,2020,10
2304,NI,-0.6153846153846154,13.0,2020,10
2305,NL,-0.1715116279069767,2408.0,2020,10
2306,NO,-0.3032581453634085,399.0,2020,10
2307,NP,-0.0649038461538461,416.0,2020,10
2308,NR,0.0,1.0,2020,10
2309,NZ,-0.3526238352133399,2039.0,2020,10
2310,OM,-0.1549295774647887,213.0,2020,10
2311,PA,-0.2592592592592592,135.0,2020,10
2312,PE,-0.0666666666666666,75.0,2020,10
2313,PF,1.0,2.0,2020,10
2314,PG,-0.0689655172413793,29.0,2020,10
2315,PH,0.0034492670307559,3479.0,2020,10
2316,PK,-0.1963550852439741,1701.0,2020,10
2317,PL,-0.2296819787985865,566.0,2020,10
2318,PR,-0.2,5.0,2020,10
2319,PT,-0.3773314203730272,697.0,2020,10
2320,PW,-0.3333333333333333,3.0,2020,10
2321,PY,0.0204081632653061,49.0,2020,10
2322,QA,-0.14,200.0,2020,10
2323,RE,-0.3333333333333333,3.0,2020,10
2324,RO,-0.2686567164179104,134.0,2020,10
2325,RS,-0.144927536231884,69.0,2020,10
2326,RU,-0.1624365482233502,197.0,2020,10
2327,RW,-0.074074074074074,162.0,2020,10
2328,SA,-0.0902934537246049,443.0,2020,10
2329,SB,-0.3333333333333333,6.0,2020,10
2330,SC,0.1,10.0,2020,10
2331,SD,-1.0,1.0,2020,10
2332,SE,-0.3354192740926158,799.0,2020,10
2333,SG,-0.188235294117647,850.0,2020,10
2334,SI,-0.1964285714285714,112.0,2020,10
2335,SK,-0.08,50.0,2020,10
2336,SL,-0.3333333333333333,27.0,2020,10
2337,SM,-0.6,10.0,2020,10
2338,SN,-0.02,50.0,2020,10
2339,SO,0.0416666666666666,48.0,2020,10
2340,SR,-0.5662650602409639,83.0,2020,10
2341,SV,0.125,16.0,2020,10
2342,SX,-0.6,5.0,2020,10
2343,SY,-0.125,8.0,2020,10
2344,SZ,-0.3191489361702128,47.0,2020,10
2345,TC,-0.2857142857142857,21.0,2020,10
2346,TD,-0.6666666666666666,6.0,2020,10
2347,TG,-0.7142857142857143,7.0,2020,10
2348,TH,-0.2192846034214619,643.0,2020,10
2349,TL,-0.1818181818181818,11.0,2020,10
2350,TM,-1.0,1.0,2020,10
2351,TN,-0.2727272727272727,44.0,2020,10
2352,TO,-0.3333333333333333,3.0,2020,10
2353,TR,-0.2545757071547421,601.0,2020,10
2354,TT,-0.1781115879828326,466.0,2020,10
2355,TV,1.0,1.0,2020,10
2356,TW,-0.206806282722513,382.0,2020,10
2357,TZ,0.0620155038759689,129.0,2020,10
2358,UA,-0.2417582417582417,91.0,2020,10
2359,UG,-0.1746453900709219,1128.0,2020,10
2360,UM,1.0,7.0,2020,10
2361,US,-0.3669626875946578,377676.0,2020,10
2362,UY,-0.3174603174603174,63.0,2020,10
2363,UZ,0.0909090909090909,11.0,2020,10
2364,VA,-0.2,5.0,2020,10
2365,VC,-0.0217391304347826,46.0,2020,10
2366,VE,-0.1645569620253164,79.0,2020,10
2367,VG,0.05,20.0,2020,10
2368,VI,-0.1333333333333333,15.0,2020,10
2369,VN,-0.024793388429752,121.0,2020,10
2370,VU,0.6666666666666666,3.0,2020,10
2371,WS,-0.2857142857142857,7.0,2020,10
2372,XK,-0.3181818181818182,66.0,2020,10
2373,YE,-0.1636363636363636,55.0,2020,10
2374,ZA,-0.2394306049822064,7025.0,2020,10
2375,ZM,-0.2544642857142857,224.0,2020,10
2376,ZW,-0.1766917293233082,266.0,2020,10
2377,AD,-0.0967741935483871,31.0,2020,6
2378,AE,-0.0751243781094527,2010.0,2020,6
2379,AF,-0.3636363636363636,88.0,2020,6
2380,AG,-0.4074074074074074,81.0,2020,6
2381,AI,0.0,8.0,2020,6
2382,AL,-0.1176470588235294,34.0,2020,6
2383,AM,0.1,20.0,2020,6
2384,AO,-0.0833333333333333,24.0,2020,6
2385,AQ,0.3333333333333333,3.0,2020,6
2386,AR,-0.0288461538461538,416.0,2020,6
2387,AS,0.0,2.0,2020,6
2388,AT,-0.1604938271604938,324.0,2020,6
2389,AU,-0.2615742813647354,11167.0,2020,6
2390,AW,0.125,16.0,2020,6
2391,AX,1.0,1.0,2020,6
2392,AZ,-0.1538461538461538,26.0,2020,6
2393,BA,-0.3,10.0,2020,6
2394,BB,-0.2116788321167883,137.0,2020,6
2395,BD,-0.0556521739130434,575.0,2020,6
2396,BE,-0.1904347826086956,1150.0,2020,6
2397,BF,0.2727272727272727,11.0,2020,6
2398,BG,-0.1224489795918367,49.0,2020,6
2399,BH,0.0218579234972677,183.0,2020,6
2400,BI,-0.3888888888888889,18.0,2020,6
2401,BJ,0.0909090909090909,11.0,2020,6
2402,BL,0.5,4.0,2020,6
2403,BM,0.0388349514563106,103.0,2020,6
2404,BN,0.0566037735849056,53.0,2020,6
2405,BO,-0.0555555555555555,18.0,2020,6
2406,BR,-0.1363636363636363,1738.0,2020,6
2407,BS,-0.2631578947368421,304.0,2020,6
2408,BT,-0.0222222222222222,45.0,2020,6
2409,BW,-0.2528344671201814,882.0,2020,6
2410,BY,0.2142857142857142,14.0,2020,6
2411,BZ,-0.238095238095238,42.0,2020,6
2412,CA,-0.204995107007616,23503.0,2020,6
2413,CD,-0.1071428571428571,84.0,2020,6
2414,CF,-0.8,5.0,2020,6
2415,CG,0.2222222222222222,9.0,2020,6
2416,CH,0.0014947683109118,669.0,2020,6
2417,CI,-0.217391304347826,23.0,2020,6
2418,CK,-1.0,2.0,2020,6
2419,CL,-0.0825958702064896,339.0,2020,6
2420,CM,-0.0898876404494382,89.0,2020,6
2421,CN,-0.248730964467005,985.0,2020,6
2422,CO,-0.2129963898916967,554.0,2020,6
2423,CR,-0.2222222222222222,90.0,2020,6
2424,CU,-0.3409090909090909,44.0,2020,6
2425,CV,0.0,7.0,2020,6
2426,CW,0.2857142857142857,7.0,2020,6
2427,CY,-0.1941747572815534,206.0,2020,6
2428,CZ,-0.0921052631578947,152.0,2020,6
2429,DE,-0.1383177570093458,2140.0,2020,6
2430,DJ,-0.6764705882352942,34.0,2020,6
2431,DK,-0.1413043478260869,368.0,2020,6
2432,DM,-0.8,5.0,2020,6
2433,DO,-0.0416666666666666,96.0,2020,6
